"","Estado","Tienda","Tiempo_llegada","Tiempo_retail","Tiempo_banco","Tiempo_afiliacion","No._Servidores_retail","Cola_retail","Tiempo_Cola_Retail","No._Servidores_banco","Cola_banco","Tiempo_Cola_Banco","No._Servidores_afiliacion","Cola_afiliacion","Tiempo_Cola_Afiliacion","Nuevo_No._Servidores_retail","Nuevo_Cola_retail","Tiempo_Cola_Retail.1","Nuevo_No._Servidores_banco","Nuevo_Cola_banco","Nuevo_Tiempo_Cola_Banco","Nuevo_No._Servidores_afiliacion","Nuevo_Cola_afiliacion","Nuevo_Tiempo_Cola_Afiliacion"
"1","Tienda_AD","Tienda_AD",0.000196759259258994,0.00130787037037,0.00103009259259201,0.00593171296296302,4,6.31279250371883,0.00825631426990772,3,3.30381691657332,0.00340323733304236,4,0.469457598370617,0.00278468772181648,7,2.31088436215518,0.00302233718661415,4,2.07864962502138,0.00214120158132869,4,0.681874615516662,0.00404468449597561
