"","Estado","Tienda","Tiempo_llegada","Tiempo_retail","Tiempo_banco","Tiempo_afiliacion","No._Servidores_retail","Cola_retail","Tiempo_Cola_Retail","No._Servidores_banco","Cola_banco","Tiempo_Cola_Banco","No._Servidores_afiliacion","Cola_afiliacion","Tiempo_Cola_Afiliacion","Nuevo_No._Servidores_retail","Nuevo_Cola_retail","Tiempo_Cola_Retail.1","Nuevo_No._Servidores_banco","Nuevo_Cola_banco","Nuevo_Tiempo_Cola_Banco","Nuevo_No._Servidores_afiliacion","Nuevo_Cola_afiliacion","Nuevo_Tiempo_Cola_Afiliacion"
"1","Tienda_AD","Tienda_AD",0.000196759259258994,0.00130787037037,0.00103009259259201,0.00593171296296302,4,6.12742003186647,0.00801387110648977,3,3.23071425691481,0.00332793482482935,4,0.782673995797236,0.00464259748664453,7,2.75917509298976,0.0036086433507842,4,2.30695922345631,0.00237638160749417,4,1.02667228672394,0.0060899253118753
