"","Estado","Tienda","Tiempo_llegada","Tiempo_retail","Tiempo_banco","Tiempo_afiliacion","No._Servidores_retail","Cola_retail","Tiempo_Cola_Retail","No._Servidores_banco","Cola_banco","Tiempo_Cola_Banco","No._Servidores_afiliacion","Cola_afiliacion","Tiempo_Cola_Afiliacion","Nuevo_No._Servidores_retail","Nuevo_Cola_retail","Tiempo_Cola_Retail.1","Nuevo_No._Servidores_banco","Nuevo_Cola_banco","Nuevo_Tiempo_Cola_Banco","Nuevo_No._Servidores_afiliacion","Nuevo_Cola_afiliacion","Nuevo_Tiempo_Cola_Afiliacion"
"1","Tienda_AD","Tienda_AD",0.000196759259258994,0.00130787037037,0.00103009259259201,0.00593171296296302,4,11.6743091651562,0.0152684830516468,3,5.5783222319338,0.00574618841020635,4,1.87230126833953,0.0111059537039817,7,4.37297608368689,0.00571928585019073,4,3.37485926803913,0.00347641753304762,4,2.10689174451482,0.0124974770724983
